Client,Warehouse,Product,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19
1,23,17675,17,1,5,5,18,10,8,12,9,8,16,5,16
1,23,17684,7,17,19,12,11,15,2,13,15,11,19,0,9
1,23,17700,15,13,9,6,12,12,12,1,9,14,2,6,10
1,23,17716,17,18,15,18,3,16,8,18,18,2,4,15,5
1,23,17728,18,0,18,3,12,18,11,8,5,18,13,16,7
1,23,17730,5,7,18,8,0,13,12,13,17,7,16,16,3
1,23,17734,2,11,11,4,3,2,11,0,14,5,13,7,8
1,23,17735,16,3,11,10,12,5,11,6,9,6,6,5,8
1,23,17738,19,10,4,19,15,18,10,10,8,18,19,12,11
1,23,17741,19,9,12,14,12,6,9,0,2,19,15,1,11
1,23,17762,2,19,5,13,18,10,14,6,6,10,10,5,3
1,23,17776,1,19,9,8,3,1,17,8,13,19,13,16,17
1,23,17779,14,5,14,9,4,16,5,19,2,17,5,13,2
1,23,17789,1,7,13,11,18,2,14,0,4,8,6,11,14
1,23,17795,11,5,10,15,9,12,19,2,9,4,7,4,4
1,23,17804,9,7,8,6,19,18,18,10,10,1,18,3,1
1,23,17808,17,2,15,18,16,12,6,6,8,1,13,7,8
1,23,17814,4,6,18,14,1,5,10,17,15,14,4,13,2
1,23,17830,0,18,7,5,2,12,11,16,7,0,13,8,18
1,23,17836,8,4,19,6,13,0,2,1,17,6,3,17,10
1,23,17840,6,9,15,0,9,10,8,17,16,17,8,3,17
1,23,17842,5,4,18,8,3,1,8,9,14,17,12,8,3
1,23,17843,18,17,11,6,6,0,8,12,1,9,3,5,14
1,23,17856,12,15,17,14,16,8,1,1,0,4,12,8,8
1,23,17863,16,12,4,19,2,19,10,2,10,8,9,12,9
1,23,17886,1,12,3,17,0,16,13,11,17,13,1,8,7
1,23,17888,18,3,7,19,1,9,18,9,17,18,6,6,16
1,23,17893,16,15,15,16,2,16,2,8,4,6,2,5,9
1,23,17900,15,15,12,17,9,12,17,18,14,18,13,5,12
1,23,17905,3,18,2,0,14,4,18,16,9,10,6,12,0
1,23,17913,19,11,12,6,14,17,8,4,9,8,8,6,2
1,23,17915,15,14,13,18,16,2,19,12,7,11,1,18,3
1,23,17918,10,14,9,4,13,10,1,13,9,8,14,12,1
1,23,17919,18,5,19,19,12,12,9,4,16,19,6,18,14
1,23,17920,3,17,8,18,9,6,14,8,15,15,3,17,4
1,23,17923,2,4,7,17,11,15,16,8,6,5,13,11,8
1,23,17927,15,16,8,19,3,1,5,5,9,1,5,0,18
1,23,17930,12,10,13,15,9,11,3,9,14,14,10,10,12
1,23,17939,10,6,4,5,1,7,3,7,16,14,1,7,4
1,23,17950,13,17,5,18,3,0,12,19,7,12,15,10,12
1,23,17955,2,17,1,13,10,5,11,6,1,0,13,17,9
1,23,17956,2,5,16,14,13,15,18,8,17,6,15,17,1
1,23,17957,0,18,3,13,9,14,5,9,17,17,4,14,1
1,23,17967,13,0,7,5,16,7,11,0,18,15,6,19,16
1,23,17971,3,17,8,6,5,4,5,18,9,8,4,17,17
1,23,17973,7,15,14,15,12,7,0,18,18,15,16,9,16
1,23,17981,1,1,6,17,0,0,3,18,6,2,3,16,17
1,23,17982,13,6,0,16,0,16,5,13,7,7,6,6,17
1,23,18005,18,7,15,9,2,9,9,12,13,16,2,3,3
1,23,18009,9,16,8,14,17,13,16,6,10,3,18,12,2
1,23,18018,6,7,10,14,12,3,10,10,2,8,3,9,19
1,23,18026,6,11,9,7,8,0,2,14,12,4,13,0,2
1,23,18033,2,8,15,6,15,0,16,13,19,9,12,0,10
1,23,18037,13,14,19,12,9,15,5,18,14,8,16,18,16
1,23,18040,18,12,12,7,0,8,2,18,1,12,14,15,18
1,23,18042,18,4,10,7,4,6,18,14,15,0,2,1,3
1,23,18045,17,9,18,3,14,2,7,0,19,19,7,16,11
1,23,18047,7,13,3,18,6,19,15,18,15,0,4,7,19
1,23,18053,13,1,17,2,19,14,2,6,5,17,3,5,4
1,23,18081,5,1,13,8,17,2,12,18,9,5,17,4,12
1,23,18114,2,0,4,7,16,0,19,0,9,7,8,18,13
1,23,18123,7,12,17,12,3,5,7,19,0,2,13,1,15
1,23,18136,6,15,16,1,9,4,14,15,1,7,7,4,4
1,23,18137,4,6,19,7,0,18,5,19,5,16,6,19,17
1,23,18143,13,9,17,10,12,2,11,0,5,12,12,7,18
1,23,18150,2,13,8,11,18,11,15,14,6,11,11,13,11
1,23,18154,14,2,14,6,17,4,18,18,3,7,11,8,15
1,23,18162,17,12,14,11,7,18,11,10,8,4,6,4,3
1,23,18166,7,2,12,14,13,11,0,0,2,6,5,5,17
1,23,18174,1,18,11,9,19,8,0,4,18,18,4,13,8
1,23,18191,4,11,2,5,16,1,14,7,11,13,19,5,11
1,23,18192,19,13,10,4,17,18,14,14,3,18,14,18,3
1,23,18200,10,3,2,17,12,17,3,14,6,2,19,10,7
1,23,18205,19,0,11,7,15,19,0,15,14,17,11,9,14
1,23,18216,16,9,2,4,13,17,15,15,17,1,15,4,7
1,23,18225,14,15,3,4,16,6,18,19,13,0,0,2,10
1,23,18227,12,17,4,13,12,2,13,7,0,8,1,18,18
1,29,1,17,19,13,1,6,1,14,14,8,18,15,13,19
1,29,11,6,17,6,12,2,16,17,3,9,4,16,10,10
1,29,14,19,15,13,15,10,9,19,12,0,0,14,18,10
1,29,38,16,8,3,14,19,9,13,14,5,9,1,11,17
1,29,71,2,11,16,15,7,10,7,1,8,1,9,6,7
1,29,85,0,15,0,18,13,2,9,16,10,6,8,2,5
1,29,86,11,3,19,6,5,11,10,18,11,8,18,11,9
1,29,91,18,16,5,5,11,2,7,15,17,2,12,1,4
1,29,107,17,16,2,15,8,19,0,17,11,7,16,14,7
1,29,111,1,5,4,11,19,10,10,11,2,3,1,4,3
1,29,114,19,2,3,2,11,9,14,7,2,7,16,0,12
1,29,119,3,3,6,4,2,17,6,19,4,1,12,1,14
1,29,126,12,19,13,2,7,18,13,0,1,18,13,4,5
1,29,132,6,17,0,3,10,10,19,18,8,8,10,1,10
1,29,135,18,17,11,17,2,5,15,8,5,8,2,16,14
1,29,136,4,15,7,17,1,18,11,19,3,7,14,4,16
1,29,161,19,14,17,12,6,15,16,10,5,2,5,19,13
1,29,162,11,16,2,4,7,5,11,2,15,13,8,11,12
1,29,194,13,9,4,17,11,2,14,16,16,8,3,16,10
1,29,209,2,14,5,9,16,14,13,8,7,19,7,7,6
1,29,219,15,5,11,5,6,9,6,6,17,19,15,16,1
1,29,222,13,0,0,7,0,12,13,13,7,13,9,17,13
1,29,241,3,18,0,12,15,19,13,6,4,17,12,6,3
1,29,243,9,18,14,6,0,13,9,12,16,14,11,14,13
1,29,250,19,5,11,2,15,7,4,17,15,4,7,2,17
1,29,256,1,0,0,9,13,4,18,19,12,17,12,8,0
1,29,259,14,18,18,4,16,5,0,12,13,9,0,19,7
1,29,263,8,17,17,10,19,12,16,8,5,6,19,3,17
1,29,267,10,1,5,17,17,17,14,7,19,10,7,14,15
1,29,268,2,17,3,15,6,0,17,11,16,5,15,17,10
1,29,273,14,3,14,9,14,6,3,11,7,18,16,5,13
1,29,312,11,1,5,1,6,6,16,6,16,9,17,8,11
1,29,335,4,8,11,3,0,17,18,14,13,8,0,9,2
1,29,371,10,13,10,2,7,7,10,1,5,12,3,12,3
1,29,380,16,4,14,17,19,4,10,3,6,7,12,8,17
1,29,386,15,15,19,11,9,12,8,13,9,11,12,2,0
1,29,418,1,1,11,15,7,11,14,10,5,1,19,1,4
1,29,428,15,5,7,2,10,11,6,1,4,0,3,5,19
1,29,439,9,5,15,1,15,4,12,3,10,10,19,4,7
1,29,452,19,0,6,19,3,16,15,9,16,4,0,2,6
1,29,465,13,17,12,17,13,4,17,17,9,3,19,17,16
1,29,489,5,3,7,3,13,10,17,7,16,3,13,12,6
1,29,515,12,19,16,15,8,8,7,8,13,10,0,9,2
1,29,519,7,4,5,9,14,13,10,12,16,8,5,0,16
1,29,534,2,6,3,3,1,17,18,0,14,7,6,0,0
1,29,542,1,15,4,9,4,10,19,6,5,5,11,19,2
1,29,547,1,19,11,15,13,8,4,18,18,17,6,7,16
1,29,565,8,17,13,4,9,11,6,12,7,19,2,7,0
1,29,571,10,17,4,6,3,9,3,15,17,12,4,9,6
1,29,580,19,18,14,19,0,17,18,16,11,2,19,3,10
1,29,587,11,17,3,10,19,2,11,9,4,7,14,11,9
1,29,588,17,16,14,19,13,9,5,5,18,10,18,6,19
1,29,596,9,11,17,16,3,15,0,12,3,10,4,11,8
1,29,603,3,15,18,7,15,4,4,16,19,16,15,6,17
1,29,604,0,17,13,19,4,11,18,5,19,4,17,17,14
1,29,613,1,6,16,2,4,6,17,2,12,5,8,14,11
1,29,614,2,11,12,7,3,2,13,13,12,4,6,19,9
1,29,624,1,9,17,13,17,19,12,5,13,3,19,0,15
1,29,637,16,17,11,0,17,15,10,18,15,19,18,16,4
1,29,639,6,17,8,1,13,7,15,16,3,6,15,0,9
1,29,652,6,19,10,11,11,4,9,2,10,14,19,8,17
1,29,654,1,2,0,12,15,10,1,10,8,13,1,19,7
1,29,659,7,10,11,17,6,19,1,1,10,9,0,14,8
1,29,686,7,13,12,5,14,6,19,9,16,2,16,7,15
1,29,689,11,1,4,13,14,11,9,16,9,9,17,19,12
1,29,695,8,11,1,1,17,6,10,6,4,2,9,7,13
1,29,714,4,17,3,12,9,1,13,6,13,9,13,14,18
1,29,717,7,18,2,13,12,9,6,17,9,17,8,12,0
1,29,740,12,13,15,0,9,5,1,1,2,13,19,19,2
1,29,750,5,9,3,8,6,7,12,3,0,0,2,19,13
1,29,759,8,0,6,8,13,12,8,3,19,17,3,18,13
1,29,769,13,1,3,11,14,18,18,16,5,17,9,0,14
1,29,770,13,12,13,19,0,13,9,17,18,13,10,4,9
1,29,793,8,18,13,9,14,10,17,10,2,2,14,11,12
1,29,795,3,2,8,10,3,5,3,9,12,8,19,12,17
1,29,796,6,5,10,1,17,9,14,8,18,0,13,17,0
1,29,804,6,7,10,18,9,15,0,13,16,5,7,1,8
1,29,805,9,15,16,16,9,6,12,1,18,13,13,11,8
1,29,809,1,9,15,16,3,12,18,9,8,10,15,15,9
1,29,819,11,9,16,17,18,14,1,0,11,12,2,1,6
1,29,825,19,1,4,19,13,16,19,12,11,6,8,8,19
1,29,868,13,16,15,16,18,17,6,3,5,19,17,2,9
1,29,870,7,2,6,19,16,16,17,5,17,17,15,16,3
1,29,872,14,12,11,9,4,5,18,4,15,13,9,3,4
1,29,882,13,13,17,18,10,7,15,3,16,3,5,19,17
1,29,883,15,2,19,19,14,7,19,2,12,8,12,4,19
1,29,887,9,6,2,12,13,0,18,17,14,11,5,3,5
1,29,891,1,7,18,17,6,9,18,4,1,17,9,19,17
1,29,900,5,10,15,9,7,6,2,9,5,17,12,17,3
1,29,902,10,7,7,9,2,8,19,1,4,19,6,5,3
1,29,903,15,0,7,7,2,14,9,8,12,15,4,13,12
1,29,906,14,7,5,19,7,9,13,0,17,11,6,5,11
1,29,909,7,14,4,16,15,11,18,3,19,15,8,18,15
1,29,931,10,4,7,15,4,9,17,16,1,16,2,5,6
1,29,935,3,1,4,3,15,0,19,5,19,8,14,14,12
1,29,942,17,2,7,12,16,0,17,10,0,17,7,9,11
1,29,956,8,9,2,18,1,8,14,7,3,6,16,19,10
1,29,965,16,3,4,14,1,5,6,17,14,19,4,13,3
1,29,975,12,0,9,1,18,2,7,18,14,7,17,8,11
1,29,977,4,0,3,5,11,5,17,6,18,17,12,8,17
1,29,1003,16,12,2,9,14,7,15,8,1,1,13,3,17
1,29,1013,0,10,7,19,19,16,15,13,4,7,0,19,5
1,29,1016,14,3,7,6,13,1,19,9,10,5,6,1,17
1,29,1040,6,5,13,12,9,11,14,2,17,17,19,12,0
1,29,1047,12,6,2,5,6,3,16,9,16,3,2,19,9
1,29,1067,5,6,9,19,19,2,9,10,6,4,4,18,12
1,29,1073,13,15,10,1,12,17,10,4,5,15,19,9,0
1,29,1078,7,13,14,17,7,8,6,0,4,8,15,16,7
1,29,1085,4,11,0,7,6,4,14,14,2,0,8,18,3
1,29,1105,14,2,8,2,18,15,16,3,13,13,2,4,10
1,29,1116,15,4,3,0,8,6,9,13,3,12,10,19,15
1,29,1117,11,9,3,14,5,4,3,18,1,0,15,15,15
1,29,1118,10,18,18,17,0,11,3,14,19,5,2,8,16
1,29,1128,2,16,12,18,5,1,3,5,2,7,9,6,18
1,29,1137,0,4,3,14,9,0,10,14,5,14,14,3,2
1,29,1143,0,7,5,4,13,10,0,0,4,6,3,3,14
1,29,1152,14,8,8,13,19,10,14,1,11,4,19,16,11
1,29,1164,13,15,7,19,10,1,1,10,16,18,9,5,19
1,29,1178,3,19,9,3,3,14,1,5,15,7,4,10,8
1,29,1184,13,2,15,3,15,5,5,8,12,2,16,2,2
1,29,1191,19,9,16,14,3,0,8,11,6,16,17,17,18
1,29,1200,16,8,18,15,10,6,17,2,9,4,12,8,1
1,29,1201,3,19,7,8,6,12,13,8,15,5,1,10,9
1,29,1209,17,15,12,16,18,19,10,17,11,18,13,15,1
1,29,1216,3,15,9,2,14,19,15,19,12,6,14,15,5
1,29,1223,12,18,5,8,18,11,5,1,0,9,1,10,13
1,29,1232,18,13,3,9,16,4,3,8,3,10,16,10,13
1,29,1237,1,4,5,13,12,10,10,6,6,7,1,7,5
1,29,1244,8,7,5,7,7,17,11,12,13,13,6,9,13
1,29,1260,15,2,2,5,10,11,19,16,10,6,15,0,10
1,29,1272,6,1,1,16,11,13,3,5,3,7,15,15,17
1,29,1274,16,10,13,16,10,19,2,11,7,0,1,10,1
1,29,1278,18,19,11,17,2,8,9,16,15,15,15,2,8
1,29,1280,5,3,16,15,18,2,16,12,3,17,1,1,6
1,29,1315,11,4,3,3,2,18,13,18,15,9,18,19,16
1,29,1318,17,19,5,1,8,1,6,4,11,11,2,12,17
1,29,1323,11,17,2,7,12,9,4,18,12,7,2,13,17
1,29,1326,0,12,16,7,12,4,17,15,1,6,15,5,3
1,29,1334,11,16,10,18,1,0,3,5,14,15,16,16,18
1,29,1340,10,6,10,13,13,13,7,5,12,6,2,16,18
1,29,1341,13,5,9,8,5,2,1,1,12,15,3,5,0
1,29,1349,18,6,0,17,1,10,1,13,5,11,0,18,15
1,29,1356,17,19,15,3,10,4,14,15,14,19,5,10,0
1,29,1373,3,7,3,0,13,8,16,18,6,16,15,18,19
1,29,1375,3,6,11,14,1,11,12,5,3,17,9,1,0
1,29,1379,12,13,1,11,2,1,9,13,9,16,6,17,15
1,29,1381,18,18,18,8,12,10,0,10,19,16,15,16,5
1,29,1384,3,12,6,15,1,3,10,14,9,4,1,8,17
1,29,1393,13,7,15,17,12,14,4,11,0,17,15,6,2
1,29,1403,12,0,8,1,16,6,9,19,1,11,8,19,14
1,29,1407,9,12,19,10,6,3,1,15,4,6,1,7,1
1,29,1411,3,18,1,9,7,13,14,2,3,6,17,19,0
1,29,1418,11,12,15,10,14,13,5,16,15,2,3,15,4
1,29,1428,15,7,1,10,9,10,18,7,2,8,12,18,3
1,29,1446,7,7,3,4,7,8,18,3,13,18,17,3,0
1,29,1448,2,18,19,8,0,0,18,18,8,6,13,18,10
1,29,1449,11,1,3,14,5,13,9,12,9,9,15,8,6
1,29,1458,0,6,3,7,10,17,0,16,18,7,12,2,0
1,29,1482,13,7,17,11,14,10,15,9,0,16,19,11,15
1,29,1491,15,1,4,1,19,11,5,2,1,4,8,9,7
1,29,1502,11,13,13,15,16,8,2,9,13,4,19,10,13
1,29,1504,12,16,16,8,19,19,9,19,14,11,19,15,1
1,29,1509,4,5,10,10,15,2,0,16,11,2,2,12,11
1,29,1515,4,12,1,8,18,4,16,16,12,5,5,12,1
1,29,1535,5,0,9,6,6,19,13,5,15,2,0,16,11
1,29,1555,12,19,14,7,5,17,19,13,14,0,15,14,17
1,29,1587,15,7,5,16,15,4,18,12,17,15,6,6,3
1,29,1604,1,3,16,9,12,3,12,5,18,0,8,1,14
1,29,1607,8,10,12,19,19,17,12,7,15,19,8,17,14
1,29,1621,17,16,14,2,18,2,14,12,5,15,9,16,10
1,29,1642,1,8,9,7,19,9,0,13,12,15,15,15,12
1,29,1644,4,14,19,8,9,15,7,8,14,12,13,3,17
1,29,1648,19,5,0,10,15,4,5,19,18,11,7,6,1
1,29,1649,17,18,8,14,5,6,1,1,12,3,0,16,14
1,29,1670,16,11,11,13,5,17,13,15,9,19,10,3,14
1,29,1677,11,13,9,10,10,14,18,18,2,8,19,10,18
1,29,1683,10,7,12,13,13,11,14,3,17,4,12,6,19
1,29,1706,19,9,3,8,15,6,1,2,16,11,1,8,4
1,29,1717,13,14,13,10,16,1,19,6,19,0,6,16,17
1,29,1734,16,7,3,15,7,3,14,4,6,17,8,13,18
1,29,1747,13,3,3,5,19,7,10,4,13,12,10,15,9
1,29,1754,16,13,3,11,5,16,11,0,13,8,11,9,2
1,29,1782,10,14,1,19,16,2,9,2,12,16,2,19,11
1,29,1804,11,7,12,12,1,12,4,10,17,16,1,15,11
1,29,1814,19,9,14,2,16,1,5,7,5,13,4,0,7
1,29,1835,3,0,15,14,10,5,18,4,14,2,4,2,18
1,29,1839,9,7,4,18,6,6,9,12,2,1,1,14,1
1,29,1866,13,14,5,18,5,19,8,0,16,9,3,18,8
1,29,1870,5,17,13,10,10,6,5,15,13,10,11,19,10
1,29,1872,9,5,12,0,14,9,8,7,3,19,5,19,13
1,29,1897,8,1,16,12,16,4,15,7,12,17,10,8,7
1,29,1900,4,8,8,15,0,14,7,7,18,13,6,19,1
1,29,1902,5,15,13,9,11,9,19,14,14,0,15,12,3
1,29,1903,9,6,9,16,10,18,12,14,11,19,2,18,11
1,29,1905,11,5,5,17,18,6,2,12,0,9,0,6,3
1,29,1914,4,16,12,12,19,0,0,19,19,10,9,0,4
1,29,1915,9,18,10,9,3,9,14,6,5,10,10,16,8
1,29,1929,7,12,12,1,0,14,4,7,3,5,12,6,6
1,29,1947,13,14,6,18,18,9,19,10,19,16,15,14,4
1,29,1952,12,0,18,19,17,7,6,17,10,8,1,17,5
1,29,1962,18,13,1,11,16,16,0,11,6,12,1,11,2
1,29,1987,9,7,12,6,16,19,4,16,0,3,8,2,5
1,29,2005,11,12,16,6,16,14,5,4,9,9,18,3,2
1,29,2008,8,12,4,14,11,2,16,3,10,1,10,15,3
1,29,2016,13,17,17,11,11,4,18,6,11,15,2,14,9
1,29,2020,4,15,4,17,5,6,15,14,8,16,8,5,5
1,29,2028,7,7,11,7,16,17,8,12,15,16,10,16,19
1,29,2057,19,9,8,16,9,15,2,2,4,9,0,6,11
1,29,2078,13,17,8,19,7,0,8,19,12,18,6,19,19
1,29,2081,17,4,5,16,4,10,0,8,17,9,10,19,13
1,29,2083,7,10,2,12,18,5,12,15,10,3,0,10,13
1,29,2096,14,10,12,11,3,2,2,11,6,8,7,18,9
1,29,2107,14,17,2,2,12,19,18,10,15,2,9,13,1
1,29,2137,2,19,6,6,3,17,9,19,8,18,13,10,14
1,29,2143,15,4,2,4,18,11,4,15,13,15,6,15,14
1,29,2154,18,6,10,1,3,13,2,4,1,16,15,7,19
1,29,2169,9,1,15,1,4,0,0,12,1,16,3,13,11
1,29,2178,4,5,4,19,4,3,12,12,9,3,2,8,13
1,29,2206,15,9,15,9,17,10,19,12,12,10,2,16,8
1,29,2209,5,0,16,9,14,16,0,2,6,12,3,3,7
1,29,2225,2,14,5,0,11,13,14,16,4,5,18,10,6
1,29,2237,11,1,18,13,6,3,5,8,9,7,17,9,15
1,29,2244,14,17,7,14,8,6,4,15,1,2,14,5,13
1,29,2260,5,6,0,13,9,2,7,13,2,5,15,1,19
1,29,2280,17,18,12,7,2,1,13,11,16,8,7,8,12
1,29,2286,1,17,3,9,16,11,3,4,4,18,14,10,13
1,29,2288,16,8,9,14,0,15,10,7,19,10,7,18,3
1,29,2303,9,18,4,7,11,10,18,6,5,19,3,3,10
1,29,2325,12,13,10,3,17,18,3,2,8,8,18,2,0
1,29,2335,4,17,13,17,9,11,12,14,12,5,8,7,0
1,29,2349,11,14,13,3,0,1,17,0,8,5,2,19,15
1,29,2350,7,14,18,9,10,18,7,11,13,14,1,3,4
1,29,2378,1,11,9,4,6,19,10,17,17,13,15,14,2
1,29,2379,16,9,19,13,15,4,4,14,0,18,19,2,10
1,29,2395,12,5,18,6,0,9,9,12,7,12,10,12,5
1,29,2398,8,11,12,14,14,7,5,14,9,8,7,14,13
1,29,2403,16,14,13,1,14,14,11,14,8,1,11,11,6
1,29,2406,1,19,13,9,1,11,6,12,7,8,0,6,6
1,29,2411,10,7,13,1,10,13,5,17,1,19,2,15,10
1,29,2414,10,16,7,2,0,0,5,19,12,5,4,10,6
1,29,2432,13,17,1,19,0,19,16,15,12,2,7,9,18
1,29,2441,2,5,12,4,18,7,13,13,12,7,7,15,1
1,29,2459,16,16,18,10,3,5,1,8,15,1,14,10,4
1,29,2485,8,3,12,19,8,2,19,15,12,3,16,1,15
1,29,2490,6,13,10,11,4,1,5,13,13,16,11,18,17
1,29,2516,15,9,16,3,16,18,9,3,9,1,14,12,8
1,29,2519,5,2,9,4,18,3,8,5,10,14,18,9,0
1,29,2525,12,17,18,17,8,1,3,12,19,4,4,17,17
1,29,2541,0,4,15,19,8,18,4,19,11,8,16,3,1
1,29,2561,15,17,1,8,8,8,9,1,1,6,19,18,4
1,29,2564,0,18,5,17,5,16,13,14,10,12,11,8,18
1,29,2575,1,18,0,10,3,7,11,16,1,8,14,13,3
1,29,2576,2,5,11,7,17,15,13,2,3,0,4,1,17
1,29,2602,13,18,7,17,8,7,6,2,9,4,7,3,4
1,29,2613,3,16,6,2,12,7,9,2,12,5,6,7,2
1,29,2619,10,7,11,9,13,9,19,16,0,5,6,9,14
1,29,2646,3,8,0,10,2,2,15,9,0,7,11,10,7
1,29,2657,5,11,10,12,17,14,5,18,8,6,18,14,15
1,29,2659,16,10,12,14,18,11,11,7,9,2,1,11,18
1,29,2684,11,19,3,4,19,17,12,3,19,0,13,12,14
1,29,2687,18,10,7,8,2,2,4,2,2,15,13,9,11
1,29,2694,4,14,1,1,11,12,17,5,1,6,6,4,10
1,29,2706,4,4,4,17,1,14,8,19,4,13,8,6,15
1,29,2707,17,17,9,15,1,19,0,9,19,18,12,9,9
1,29,2709,19,10,12,12,4,11,12,14,1,8,10,2,1
1,29,2711,7,0,2,19,4,11,12,13,5,10,5,9,7
1,29,2723,0,19,17,12,10,4,4,0,13,10,13,13,13
1,29,2771,7,14,14,8,5,1,8,5,14,9,5,12,6
1,29,2792,6,2,3,7,8,14,18,7,8,10,1,3,3
1,29,2803,1,19,14,15,2,9,9,8,19,2,9,19,15
1,29,2806,10,7,4,0,12,11,13,8,17,13,5,5,19
1,29,2823,10,18,12,6,18,12,14,3,7,16,5,14,10
1,29,2829,3,4,6,13,6,8,13,16,5,18,12,19,5
1,29,2830,16,1,19,5,13,16,7,18,0,15,9,18,18
1,29,2833,6,9,1,9,13,8,9,0,14,2,19,11,7
1,29,2836,14,4,9,1,5,1,1,2,9,0,8,5,11
1,29,2840,9,1,14,4,0,6,18,13,6,14,9,0,11
1,29,2846,2,11,14,10,2,3,5,7,6,14,0,5,16
1,29,2854,1,6,7,8,6,13,0,13,2,13,1,16,14
1,29,2860,4,16,11,18,19,16,12,2,17,5,2,14,18
1,29,2865,0,5,16,1,16,2,13,0,3,3,9,8,14
1,29,2866,1,9,7,4,14,11,8,8,6,10,11,18,17
1,29,2872,3,13,14,14,7,16,5,0,4,6,10,17,4
1,29,2880,12,8,14,6,13,2,12,4,14,9,9,19,11
1,29,2885,4,10,13,19,10,11,5,3,17,6,11,10,14
1,29,2887,19,9,8,1,17,8,12,15,6,1,14,9,5
1,29,2888,14,14,11,1,8,16,3,10,8,7,0,19,9
1,29,2893,4,18,0,14,15,6,18,13,6,14,6,11,15
1,29,2903,13,1,8,11,9,12,8,0,13,10,2,8,8
1,29,2912,17,17,18,7,9,10,12,9,8,10,18,16,6
1,29,2916,6,16,6,1,18,10,9,5,12,3,17,12,9
1,29,2922,6,2,13,4,12,0,6,0,9,19,1,13,15
1,29,2941,18,11,16,8,0,5,6,1,13,7,4,11,16
1,29,2953,6,10,1,14,12,2,19,7,8,14,7,16,18
1,29,2960,19,18,4,2,0,4,8,5,15,7,0,10,8
1,29,2969,2,6,5,19,12,19,5,15,2,8,9,3,0
1,29,2973,16,1,2,17,3,6,12,0,14,1,12,9,18
1,29,2977,15,6,0,1,6,6,3,6,19,9,13,13,14
1,29,2980,15,7,0,19,15,4,8,4,14,10,14,7,19
1,29,2981,7,5,16,14,0,9,13,11,16,7,11,6,13
1,29,3015,13,12,0,19,11,16,15,16,13,18,2,13,7
1,29,3017,7,19,12,2,13,12,12,17,4,19,11,11,5
1,29,3020,4,4,15,8,16,0,5,9,3,2,7,17,19
1,29,3023,18,5,12,1,7,3,3,6,19,4,12,18,5
1,29,3027,16,15,14,4,2,17,13,6,5,9,7,17,2
1,29,3065,1,13,7,17,3,13,7,17,17,9,1,8,12
1,29,3066,2,11,2,4,5,15,18,14,0,10,16,6,9
1,29,3082,4,3,6,15,14,0,10,14,3,14,4,9,12
1,29,3105,9,11,10,3,12,10,9,12,12,10,6,6,16
1,29,3110,15,9,4,12,17,6,11,19,0,17,7,13,2
1,29,3118,12,13,9,11,12,1,3,17,5,18,14,18,16
1,29,3128,6,19,14,14,4,4,11,6,7,18,14,10,9
1,29,3129,18,9,4,18,15,10,15,7,16,10,3,7,9
1,29,3167,1,1,2,1,16,17,6,6,16,3,4,7,19
1,29,3178,19,13,5,12,16,15,1,17,16,13,12,9,4
1,29,3182,9,3,17,5,17,6,7,2,6,13,3,15,17
1,29,3208,16,5,14,14,12,7,19,8,16,12,4,13,7
1,29,3214,15,3,7,13,14,14,8,9,1,7,18,13,15
1,29,3217,11,16,11,7,10,14,10,5,3,4,3,16,8
1,29,3218,9,17,2,12,6,4,1,8,8,14,16,4,6
1,29,3246,15,17,6,4,7,4,4,19,14,12,3,11,7
1,29,3248,6,19,12,19,13,14,8,18,14,11,10,12,13
1,29,3254,18,4,18,6,14,4,16,17,1,5,3,4,9
1,29,3262,10,18,13,19,13,6,1,2,5,13,3,12,18
1,29,3263,13,3,2,6,10,0,18,13,10,8,7,19,3
1,29,3266,11,12,19,3,14,7,3,9,19,11,15,17,8
1,29,3294,10,10,15,5,4,16,18,10,2,10,18,10,18
1,29,3300,19,5,12,17,0,17,8,12,1,1,11,15,2
1,29,3302,6,4,17,19,13,14,18,14,11,17,15,15,5
1,29,3312,8,13,17,3,3,18,2,5,6,5,9,8,7
1,29,3315,18,13,11,15,17,12,9,9,0,9,4,17,3
1,29,3317,16,19,19,2,0,18,12,15,14,17,8,5,1
1,29,3320,1,10,11,17,9,1,0,11,6,9,13,17,3
1,29,3358,16,14,5,11,5,15,8,12,8,18,9,5,6
1,29,3366,17,4,19,2,19,17,6,5,1,8,18,19,14
1,29,3374,5,8,1,14,7,14,3,17,10,0,5,14,1
1,29,3377,3,14,7,0,19,16,3,11,13,18,18,15,13
1,29,3387,17,8,9,9,6,4,10,0,5,0,14,19,1
1,29,3394,19,4,9,8,14,12,19,15,5,3,9,6,8
1,29,3396,19,5,6,8,3,2,1,8,13,1,19,6,0
1,29,3399,15,7,17,12,17,19,16,11,9,18,16,10,5
1,29,3406,9,19,9,10,3,7,0,5,1,2,11,4,7
1,29,3422,16,13,0,14,1,8,3,2,0,1,13,3,2
1,29,3435,16,19,1,9,1,10,3,7,18,9,8,1,11
1,29,3441,4,16,8,19,7,3,2,11,12,2,3,19,9
1,29,3456,10,9,5,7,12,7,14,18,2,4,18,13,14
1,29,3471,7,12,4,5,4,14,10,5,12,14,8,8,6
